REGION,SETTLEMENTDATE,TOTALDEMAND,RRP,PERIODTYPE
QLD1,2024/03/01 02:35:00,6190.91,97.55,TRADE
QLD1,2024/03/01 02:40:00,6173.87,96.16,TRADE
QLD1,2024/03/01 02:45:00,6109.6,94.17,TRADE
QLD1,2024/03/01 02:50:00,6161.12,97.50,TRADE
QLD1,2024/03/01 02:55:00,6095.08,93.54,TRADE
QLD1,2024/03/01 03:00:00,6112.58,95.99,TRADE
QLD1,2024/03/01 03:05:00,6101.69,96.15,TRADE
QLD1,2024/03/01 03:10:00,6046.81,90.10,TRADE
QLD1,2024/03/01 03:15:00,6089.62,94.55,TRADE
QLD1,2024/03/01 03:20:00,6029.85,93.90,TRADE
QLD1,2024/03/01 03:25:00,6085.92,96.04,TRADE
QLD1,2024/03/01 03:30:00,6061.89,96.51,TRADE
QLD1,2024/03/01 03:35:00,6051.45,92.79,TRADE
QLD1,2024/03/01 03:40:00,6045.95,90.91,TRADE
QLD1,2024/03/01 03:45:00,5978.48,85.75,TRADE
QLD1,2024/03/01 03:50:00,6029.6,85.55,TRADE
QLD1,2024/03/01 03:55:00,6049.72,85.75,TRADE
QLD1,2024/03/01 04:00:00,6079.8,85.66,TRADE
QLD1,2024/03/01 04:05:00,6059.37,89.05,TRADE
QLD1,2024/03/01 04:10:00,6083.98,85.75,TRADE
QLD1,2024/03/01 04:15:00,6090.02,85.55,TRADE
QLD1,2024/03/01 04:20:00,6046.86,85.75,TRADE
QLD1,2024/03/01 04:25:00,6101.76,85.75,TRADE
QLD1,2024/03/01 04:30:00,6030.02,85.55,TRADE
QLD1,2024/03/01 04:35:00,6060.07,86.38,TRADE
QLD1,2024/03/01 04:40:00,6083.04,85.75,TRADE
QLD1,2024/03/01 04:45:00,6141.44,85.75,TRADE
QLD1,2024/03/01 04:50:00,6137.35,88.98,TRADE
QLD1,2024/03/01 04:55:00,6174.99,88.33,TRADE
QLD1,2024/03/01 05:00:00,6215.44,94.33,TRADE
QLD1,2024/03/01 05:05:00,6207.7,101.26,TRADE
QLD1,2024/03/01 05:10:00,6310.28,114.80,TRADE
QLD1,2024/03/01 05:15:00,6336.77,134.19,TRADE
QLD1,2024/03/01 05:20:00,6307.23,100.75,TRADE
QLD1,2024/03/01 05:25:00,6366.71,100.75,TRADE
QLD1,2024/03/01 05:30:00,6410.15,94.83,TRADE
QLD1,2024/03/01 05:35:00,6403.81,101.43,TRADE
QLD1,2024/03/01 05:40:00,6406.77,101.22,TRADE
QLD1,2024/03/01 05:45:00,6470.6,107.61,TRADE
QLD1,2024/03/01 05:50:00,6523.57,114.80,TRADE
QLD1,2024/03/01 05:55:00,6533,134.38,TRADE
QLD1,2024/03/01 06:00:00,6463.75,133.43,TRADE
QLD1,2024/03/01 06:05:00,6507.56,133.01,TRADE
QLD1,2024/03/01 06:10:00,6614.33,143.55,TRADE
QLD1,2024/03/01 06:15:00,6692.99,145.44,TRADE
QLD1,2024/03/01 06:20:00,6674.56,140.59,TRADE
QLD1,2024/03/01 06:25:00,6664.79,225.60,TRADE
QLD1,2024/03/01 06:30:00,6706.47,139.69,TRADE
QLD1,2024/03/01 06:35:00,6715.05,111.28,TRADE
QLD1,2024/03/01 06:40:00,6763.43,119.48,TRADE
QLD1,2024/03/01 06:45:00,6807.09,144.91,TRADE
QLD1,2024/03/01 06:50:00,6797.02,106.53,TRADE
QLD1,2024/03/01 06:55:00,6726.54,85.55,TRADE
QLD1,2024/03/01 07:00:00,6845.69,89.59,TRADE
QLD1,2024/03/01 07:05:00,6788.63,98.40,TRADE
QLD1,2024/03/01 07:10:00,6808.07,86.29,TRADE
QLD1,2024/03/01 07:15:00,6791.94,32.94,TRADE
QLD1,2024/03/01 07:20:00,6853.54,46.45,TRADE
QLD1,2024/03/01 07:25:00,6751.07,46.54,TRADE
QLD1,2024/03/01 07:30:00,6738.17,49.55,TRADE
QLD1,2024/03/01 07:35:00,6693.12,54.29,TRADE
QLD1,2024/03/01 07:40:00,6641.83,59.55,TRADE
QLD1,2024/03/01 07:45:00,6591.59,54.59,TRADE
QLD1,2024/03/01 07:50:00,6595.18,53.07,TRADE
QLD1,2024/03/01 07:55:00,6600.9,49.55,TRADE
QLD1,2024/03/01 08:00:00,6652.14,46.54,TRADE
QLD1,2024/03/01 08:05:00,6569,50.70,TRADE
QLD1,2024/03/01 08:10:00,6572.23,53.03,TRADE
QLD1,2024/03/01 08:15:00,6524.36,52.34,TRADE
QLD1,2024/03/01 08:20:00,6501.12,53.94,TRADE
QLD1,2024/03/01 08:25:00,6443.26,50.33,TRADE
QLD1,2024/03/01 08:30:00,6534.45,48.75,TRADE
QLD1,2024/03/01 08:35:00,6519.74,52,TRADE
QLD1,2024/03/01 08:40:00,6450.42,60.50,TRADE
QLD1,2024/03/01 08:45:00,6550.17,61.84,TRADE
QLD1,2024/03/01 08:50:00,6469.83,54.66,TRADE
QLD1,2024/03/01 08:55:00,6474.59,46.46,TRADE
QLD1,2024/03/01 09:00:00,6534.4,47.64,TRADE
QLD1,2024/03/01 09:05:00,6540.39,56.57,TRADE
QLD1,2024/03/01 09:10:00,6554.26,54.71,TRADE
QLD1,2024/03/01 09:15:00,6533.15,54.79,TRADE
QLD1,2024/03/01 09:20:00,6506,55.14,TRADE
QLD1,2024/03/01 09:25:00,6517.82,59.55,TRADE
QLD1,2024/03/01 09:30:00,6489.25,48.75,TRADE
QLD1,2024/03/01 09:35:00,6386.16,49.55,TRADE
QLD1,2024/03/01 09:40:00,6318.16,81.64,TRADE
QLD1,2024/03/01 09:45:00,6382.68,59.75,TRADE
QLD1,2024/03/01 09:50:00,6309.57,61.73,TRADE
QLD1,2024/03/01 09:55:00,6371.09,57.67,TRADE
QLD1,2024/03/01 10:00:00,6244.29,59.55,TRADE
QLD1,2024/03/01 10:05:00,6245.52,59.55,TRADE
QLD1,2024/03/01 10:10:00,6194.61,59.75,TRADE
QLD1,2024/03/01 10:15:00,6212.32,59.55,TRADE
QLD1,2024/03/01 10:20:00,6160.16,61.73,TRADE
QLD1,2024/03/01 10:25:00,6146.49,61.73,TRADE
QLD1,2024/03/01 10:30:00,6119.02,59.55,TRADE
QLD1,2024/03/01 10:35:00,6132.7,49.55,TRADE
QLD1,2024/03/01 10:40:00,6101.95,48.75,TRADE
QLD1,2024/03/01 10:45:00,6002.43,53.02,TRADE
QLD1,2024/03/01 10:50:00,6126.23,54.18,TRADE
QLD1,2024/03/01 10:55:00,6067.84,49.55,TRADE
QLD1,2024/03/01 11:00:00,6119.1,81.10,TRADE
QLD1,2024/03/01 11:05:00,6133.19,56.59,TRADE
QLD1,2024/03/01 11:10:00,6147.65,56.67,TRADE
QLD1,2024/03/01 11:15:00,6091.39,59.55,TRADE
QLD1,2024/03/01 11:20:00,6113.85,54.08,TRADE
QLD1,2024/03/01 11:25:00,6064.41,55.50,TRADE
QLD1,2024/03/01 11:30:00,6082.21,59.55,TRADE
QLD1,2024/03/01 11:35:00,6092.74,54.40,TRADE
QLD1,2024/03/01 11:40:00,6085.34,53.68,TRADE
QLD1,2024/03/01 11:45:00,6095.34,34.04,TRADE
QLD1,2024/03/01 11:50:00,6053.65,48.75,TRADE
QLD1,2024/03/01 11:55:00,6111.25,34.48,TRADE
QLD1,2024/03/01 12:00:00,6075.12,39.55,TRADE
QLD1,2024/03/01 12:05:00,6099.62,35.80,TRADE
QLD1,2024/03/01 12:10:00,6030.64,39.55,TRADE
QLD1,2024/03/01 12:15:00,6128.72,34.74,TRADE
QLD1,2024/03/01 12:20:00,6116.51,39.55,TRADE
QLD1,2024/03/01 12:25:00,6091.17,46.11,TRADE
QLD1,2024/03/01 12:30:00,6121.49,32.88,TRADE
QLD1,2024/03/01 12:35:00,6060.75,33.84,TRADE
QLD1,2024/03/01 12:40:00,6079.3,-20.50,TRADE
QLD1,2024/03/01 12:45:00,6108.87,34.55,TRADE
QLD1,2024/03/01 12:50:00,6169.44,35.96,TRADE
QLD1,2024/03/01 12:55:00,6226.02,39.55,TRADE
QLD1,2024/03/01 13:00:00,6164.32,48.75,TRADE
QLD1,2024/03/01 13:05:00,6190.79,69.90,TRADE
QLD1,2024/03/01 13:10:00,6214.49,49.55,TRADE
QLD1,2024/03/01 13:15:00,6258.78,49.55,TRADE
QLD1,2024/03/01 13:20:00,6272.57,48.75,TRADE
QLD1,2024/03/01 13:25:00,6332.14,48.75,TRADE
QLD1,2024/03/01 13:30:00,6368.64,62.11,TRADE
QLD1,2024/03/01 13:35:00,6398.4,59.55,TRADE
QLD1,2024/03/01 13:40:00,6373.61,48.75,TRADE
QLD1,2024/03/01 13:45:00,6404.34,49.41,TRADE
QLD1,2024/03/01 13:50:00,6443.1,49.55,TRADE
QLD1,2024/03/01 13:55:00,6494.66,49.55,TRADE
QLD1,2024/03/01 14:00:00,6578.43,49.55,TRADE
QLD1,2024/03/01 14:05:00,6595.62,55.07,TRADE
QLD1,2024/03/01 14:10:00,6573.83,48.13,TRADE
QLD1,2024/03/01 14:15:00,6616.79,34.47,TRADE
QLD1,2024/03/01 14:20:00,6629.06,39.55,TRADE
QLD1,2024/03/01 14:25:00,6678.38,49.55,TRADE
QLD1,2024/03/01 14:30:00,6727.17,48.75,TRADE
QLD1,2024/03/01 14:35:00,6766.02,71.69,TRADE
QLD1,2024/03/01 14:40:00,6827.92,94.01,TRADE
QLD1,2024/03/01 14:45:00,6875.91,59.55,TRADE
QLD1,2024/03/01 14:50:00,6974.08,64.21,TRADE
QLD1,2024/03/01 14:55:00,7006.72,59.55,TRADE
QLD1,2024/03/01 15:00:00,7097.59,90.77,TRADE
QLD1,2024/03/01 15:05:00,7154.37,58.19,TRADE
QLD1,2024/03/01 15:10:00,7145.8,53.50,TRADE
QLD1,2024/03/01 15:15:00,7242.36,48.75,TRADE
QLD1,2024/03/01 15:20:00,7307.32,54.65,TRADE
QLD1,2024/03/01 15:25:00,7431.42,55.14,TRADE
QLD1,2024/03/01 15:30:00,7493.58,94.59,TRADE
QLD1,2024/03/01 15:35:00,7600.92,55.01,TRADE
QLD1,2024/03/01 15:40:00,7695.24,55.06,TRADE
QLD1,2024/03/01 15:45:00,7838.77,56.62,TRADE
QLD1,2024/03/01 15:50:00,7888.59,56.35,TRADE
QLD1,2024/03/01 15:55:00,8031.84,59.55,TRADE
QLD1,2024/03/01 16:00:00,8098.72,64.24,TRADE
QLD1,2024/03/01 16:05:00,8098.6,56.75,TRADE
QLD1,2024/03/01 16:10:00,8127.54,59.55,TRADE
QLD1,2024/03/01 16:15:00,8236.63,84.82,TRADE
QLD1,2024/03/01 16:20:00,8361.66,98.22,TRADE
QLD1,2024/03/01 16:25:00,8408.61,100.49,TRADE
QLD1,2024/03/01 16:30:00,8499.95,100.64,TRADE
QLD1,2024/03/01 16:35:00,8579.83,92.94,TRADE
QLD1,2024/03/01 16:40:00,8639.58,99.32,TRADE
QLD1,2024/03/01 16:45:00,8669.54,99.32,TRADE
QLD1,2024/03/01 16:50:00,8804.14,115.75,TRADE
QLD1,2024/03/01 16:55:00,8798.9,102.80,TRADE
QLD1,2024/03/01 17:00:00,8949.09,115.88,TRADE
QLD1,2024/03/01 17:05:00,8949.45,99.32,TRADE
QLD1,2024/03/01 17:10:00,8972.4,102.76,TRADE
QLD1,2024/03/01 17:15:00,9043.62,108.71,TRADE
QLD1,2024/03/01 17:20:00,9005.4,115.75,TRADE
QLD1,2024/03/01 17:25:00,9047.3,138.97,TRADE
QLD1,2024/03/01 17:30:00,9064.93,146.32,TRADE
QLD1,2024/03/01 17:35:00,9081.25,256.39,TRADE
QLD1,2024/03/01 17:40:00,9006.15,145.20,TRADE
QLD1,2024/03/01 17:45:00,9053.37,256.39,TRADE
QLD1,2024/03/01 17:50:00,9033.47,256.39,TRADE
QLD1,2024/03/01 17:55:00,9024.07,308.78,TRADE
QLD1,2024/03/01 18:00:00,8949.72,283.32,TRADE
QLD1,2024/03/01 18:05:00,8931.06,149.81,TRADE
QLD1,2024/03/01 18:10:00,8976.35,256.39,TRADE
QLD1,2024/03/01 18:15:00,8954.36,190.50,TRADE
QLD1,2024/03/01 18:20:00,8926.87,256.39,TRADE
QLD1,2024/03/01 18:25:00,8897.88,256.39,TRADE
QLD1,2024/03/01 18:30:00,8877.59,193.50,TRADE
QLD1,2024/03/01 18:35:00,8921.77,193.59,TRADE
QLD1,2024/03/01 18:40:00,8983.09,261.55,TRADE
QLD1,2024/03/01 18:45:00,8980.42,256.39,TRADE
QLD1,2024/03/01 18:50:00,8919.73,190.50,TRADE
QLD1,2024/03/01 18:55:00,8921.01,149.92,TRADE
QLD1,2024/03/01 19:00:00,8937.99,190.50,TRADE
QLD1,2024/03/01 19:05:00,8914.04,149.79,TRADE
QLD1,2024/03/01 19:10:00,8827.67,146.79,TRADE
QLD1,2024/03/01 19:15:00,8784.5,145.20,TRADE
QLD1,2024/03/01 19:20:00,8785.21,180.90,TRADE
QLD1,2024/03/01 19:25:00,8701.63,145.20,TRADE
QLD1,2024/03/01 19:30:00,8748.92,138.97,TRADE
QLD1,2024/03/01 19:35:00,8690.32,138.97,TRADE
QLD1,2024/03/01 19:40:00,8673.64,133.01,TRADE
QLD1,2024/03/01 19:45:00,8641.49,174.93,TRADE
QLD1,2024/03/01 19:50:00,8630.65,166.79,TRADE
QLD1,2024/03/01 19:55:00,8655.86,170.93,TRADE
QLD1,2024/03/01 20:00:00,8644.02,145.20,TRADE
QLD1,2024/03/01 20:05:00,8627.59,178.53,TRADE
QLD1,2024/03/01 20:10:00,8612.39,174.11,TRADE
QLD1,2024/03/01 20:15:00,8620.95,175.47,TRADE
QLD1,2024/03/01 20:20:00,8521.86,133.01,TRADE
QLD1,2024/03/01 20:25:00,8409.88,115.57,TRADE
QLD1,2024/03/01 20:30:00,8470.28,114.80,TRADE
QLD1,2024/03/01 20:35:00,8316.35,114.80,TRADE
QLD1,2024/03/01 20:40:00,8384.91,108.72,TRADE
QLD1,2024/03/01 20:45:00,8343.3,99.32,TRADE
QLD1,2024/03/01 20:50:00,8306.61,99.32,TRADE
QLD1,2024/03/01 20:55:00,8180.47,85.75,TRADE
QLD1,2024/03/01 21:00:00,8157.36,85.75,TRADE
QLD1,2024/03/01 21:05:00,8029.38,111.80,TRADE
QLD1,2024/03/01 21:10:00,8053.04,115.75,TRADE
QLD1,2024/03/01 21:15:00,7974.21,121.72,TRADE
QLD1,2024/03/01 21:20:00,8070.75,127.02,TRADE
QLD1,2024/03/01 21:25:00,7980.74,121.92,TRADE
QLD1,2024/03/01 21:30:00,7949.94,103.32,TRADE
QLD1,2024/03/01 21:35:00,7940.58,121.83,TRADE
QLD1,2024/03/01 21:40:00,7911.13,113.26,TRADE
QLD1,2024/03/01 21:45:00,7783.24,115.54,TRADE
QLD1,2024/03/01 21:50:00,7677.31,66.42,TRADE
QLD1,2024/03/01 21:55:00,7615.47,77.49,TRADE
QLD1,2024/03/01 22:00:00,7549.21,62.50,TRADE
QLD1,2024/03/01 22:05:00,7547.23,69.33,TRADE
QLD1,2024/03/01 22:10:00,7478.5,85.55,TRADE
QLD1,2024/03/01 22:15:00,7483.85,102.32,TRADE
QLD1,2024/03/01 22:20:00,7436.75,114.73,TRADE
QLD1,2024/03/01 22:25:00,7311.28,120.52,TRADE
QLD1,2024/03/01 22:30:00,7295.92,114.69,TRADE
QLD1,2024/03/01 22:35:00,7280.41,143.52,TRADE
QLD1,2024/03/01 22:40:00,7396.34,136.18,TRADE
QLD1,2024/03/01 22:45:00,7184.26,125.40,TRADE
QLD1,2024/03/01 22:50:00,7200.24,111.04,TRADE
QLD1,2024/03/01 22:55:00,7073.23,85.55,TRADE
QLD1,2024/03/01 23:00:00,7104.94,89.19,TRADE
QLD1,2024/03/01 23:05:00,7059.03,96.24,TRADE
QLD1,2024/03/01 23:10:00,7074.86,124.68,TRADE
QLD1,2024/03/01 23:15:00,6996.74,110.21,TRADE
QLD1,2024/03/01 23:20:00,7034.92,118.53,TRADE
QLD1,2024/03/01 23:25:00,6921.87,87.98,TRADE
QLD1,2024/03/01 23:30:00,6872.09,87.32,TRADE
QLD1,2024/03/01 23:35:00,6892.58,100.75,TRADE
QLD1,2024/03/01 23:40:00,6820.52,86.19,TRADE
QLD1,2024/03/01 23:45:00,6799.26,85.85,TRADE
QLD1,2024/03/01 23:50:00,6752.43,85.55,TRADE
QLD1,2024/03/01 23:55:00,6740.62,85.55,TRADE
QLD1,2024/03/02 00:00:00,6681.68,84.81,TRADE
QLD1,2024/03/02 00:05:00,6655.77,85.55,TRADE
QLD1,2024/03/02 00:10:00,6593.19,66.70,TRADE
QLD1,2024/03/02 00:15:00,6511.96,65.64,TRADE
QLD1,2024/03/02 00:20:00,6534.07,64.18,TRADE
QLD1,2024/03/02 00:25:00,6525.8,63.30,TRADE
QLD1,2024/03/02 00:30:00,6507.67,62.94,TRADE
QLD1,2024/03/02 00:35:00,6439.96,62.73,TRADE
QLD1,2024/03/02 00:40:00,6380.4,60.32,TRADE
QLD1,2024/03/02 00:45:00,6442.39,62.73,TRADE
QLD1,2024/03/02 00:50:00,6422.75,59.97,TRADE
QLD1,2024/03/02 00:55:00,6329.79,59.55,TRADE
QLD1,2024/03/02 01:00:00,6328.03,59.89,TRADE
QLD1,2024/03/02 01:05:00,6328.7,62.73,TRADE
QLD1,2024/03/02 01:10:00,6321.58,64.20,TRADE
QLD1,2024/03/02 01:15:00,6272.22,64.77,TRADE
QLD1,2024/03/02 01:20:00,6246.83,62.73,TRADE
QLD1,2024/03/02 01:25:00,6244.15,63.63,TRADE
QLD1,2024/03/02 01:30:00,6224.2,66.62,TRADE
QLD1,2024/03/02 01:35:00,6186.01,66.13,TRADE
QLD1,2024/03/02 01:40:00,6182.4,66.96,TRADE
QLD1,2024/03/02 01:45:00,6136.99,66.05,TRADE
QLD1,2024/03/02 01:50:00,6162.43,67.02,TRADE
QLD1,2024/03/02 01:55:00,6163.77,85.55,TRADE
QLD1,2024/03/02 02:00:00,6132.35,68.76,TRADE
QLD1,2024/03/02 02:05:00,6102.76,76.59,TRADE
QLD1,2024/03/02 02:10:00,6111.03,68.35,TRADE
QLD1,2024/03/02 02:15:00,6102.34,68.34,TRADE
QLD1,2024/03/02 02:20:00,6061.28,67.87,TRADE
QLD1,2024/03/02 02:25:00,6053.9,65.46,TRADE
QLD1,2024/03/02 02:30:00,6055.39,65.93,TRADE
QLD1,2024/03/02 02:35:00,6052.72,67.80,TRADE
QLD1,2024/03/02 02:40:00,5992.72,66.93,TRADE
QLD1,2024/03/02 02:45:00,6038.56,65.92,TRADE
QLD1,2024/03/02 02:50:00,6078.25,66.89,TRADE
QLD1,2024/03/02 02:55:00,6004,65.53,TRADE
QLD1,2024/03/02 03:00:00,6048.5,66.55,TRADE
QLD1,2024/03/02 03:05:00,6014.19,65.78,TRADE
QLD1,2024/03/02 03:10:00,6013.53,67,TRADE
QLD1,2024/03/02 03:15:00,5986.19,65.88,TRADE
QLD1,2024/03/02 03:20:00,5987.3,64.67,TRADE
QLD1,2024/03/02 03:25:00,5940.91,64.95,TRADE
QLD1,2024/03/02 03:30:00,5974.23,66.37,TRADE
QLD1,2024/03/02 03:35:00,5949.44,65.90,TRADE
QLD1,2024/03/02 03:40:00,5972.42,65.64,TRADE
QLD1,2024/03/02 03:45:00,5955.83,65.39,TRADE
QLD1,2024/03/02 03:50:00,5956.93,64.70,TRADE
QLD1,2024/03/02 03:55:00,5973.26,64.70,TRADE
QLD1,2024/03/02 04:00:00,5926.68,64.61,TRADE
QLD1,2024/03/02 04:05:00,5905.13,62.73,TRADE
QLD1,2024/03/02 04:10:00,5946,62.73,TRADE
QLD1,2024/03/02 04:15:00,5970.29,66.07,TRADE
QLD1,2024/03/02 04:20:00,5956.64,59.75,TRADE
QLD1,2024/03/02 04:25:00,5967.63,59.75,TRADE
QLD1,2024/03/02 04:30:00,5933.7,59.32,TRADE
QLD1,2024/03/02 04:35:00,5933.91,59.55,TRADE
QLD1,2024/03/02 04:40:00,5989,59.75,TRADE
QLD1,2024/03/02 04:45:00,5968.01,59.55,TRADE
QLD1,2024/03/02 04:50:00,5942.07,59.55,TRADE
QLD1,2024/03/02 04:55:00,5962.57,59.55,TRADE
QLD1,2024/03/02 05:00:00,5948.22,59.55,TRADE
QLD1,2024/03/02 05:05:00,5967.88,59.75,TRADE
QLD1,2024/03/02 05:10:00,5935.09,62.23,TRADE
QLD1,2024/03/02 05:15:00,6031.04,64.49,TRADE
QLD1,2024/03/02 05:20:00,6070.32,61.62,TRADE
QLD1,2024/03/02 05:25:00,6047.05,61.63,TRADE
QLD1,2024/03/02 05:30:00,6058.88,61.24,TRADE
QLD1,2024/03/02 05:35:00,5986.22,59.75,TRADE
QLD1,2024/03/02 05:40:00,6050.18,66.62,TRADE
QLD1,2024/03/02 05:45:00,5986.2,59.88,TRADE
QLD1,2024/03/02 05:50:00,5993.1,61.54,TRADE
QLD1,2024/03/02 05:55:00,5971.64,60.20,TRADE
QLD1,2024/03/02 06:00:00,5987.85,62.73,TRADE
QLD1,2024/03/02 06:05:00,5994.24,63.10,TRADE
QLD1,2024/03/02 06:10:00,5997.55,68,TRADE
QLD1,2024/03/02 06:15:00,6045.44,66.86,TRADE
QLD1,2024/03/02 06:20:00,6022.89,67.08,TRADE
QLD1,2024/03/02 06:25:00,6058.97,63.48,TRADE
QLD1,2024/03/02 06:30:00,6010.49,63.10,TRADE
QLD1,2024/03/02 06:35:00,5964.59,62.02,TRADE
QLD1,2024/03/02 06:40:00,5951.56,62.02,TRADE
QLD1,2024/03/02 06:45:00,5897.93,61.22,TRADE
QLD1,2024/03/02 06:50:00,5884.61,47.34,TRADE
QLD1,2024/03/02 06:55:00,5863.47,49.55,TRADE
QLD1,2024/03/02 07:00:00,5804.5,51.67,TRADE
QLD1,2024/03/02 07:05:00,5795.3,51.93,TRADE
QLD1,2024/03/02 07:10:00,5777.79,48.75,TRADE
QLD1,2024/03/02 07:15:00,5814.51,58.35,TRADE
QLD1,2024/03/02 07:20:00,5699.21,48.75,TRADE
QLD1,2024/03/02 07:25:00,5701.78,48.75,TRADE
QLD1,2024/03/02 07:30:00,5635.38,39.55,TRADE
QLD1,2024/03/02 07:35:00,5637.21,39.55,TRADE
QLD1,2024/03/02 07:40:00,5615.06,-10,TRADE
QLD1,2024/03/02 07:45:00,5518.79,-10,TRADE
QLD1,2024/03/02 07:50:00,5479.86,-10.40,TRADE
QLD1,2024/03/02 07:55:00,5377.75,-10.40,TRADE
QLD1,2024/03/02 08:00:00,5387.18,-20.50,TRADE
QLD1,2024/03/02 08:05:00,5311.87,-20.50,TRADE
QLD1,2024/03/02 08:10:00,5272.42,-20.50,TRADE
QLD1,2024/03/02 08:15:00,5380.08,-10.31,TRADE
QLD1,2024/03/02 08:20:00,5270.76,-10,TRADE
QLD1,2024/03/02 08:25:00,5106.44,-20.50,TRADE
QLD1,2024/03/02 08:30:00,5291.7,-20.50,TRADE
QLD1,2024/03/02 08:35:00,5221.22,-20.50,TRADE
QLD1,2024/03/02 08:40:00,5226.55,-20.50,TRADE
QLD1,2024/03/02 08:45:00,5203.36,-20.50,TRADE
QLD1,2024/03/02 08:50:00,5179.07,-20.50,TRADE
QLD1,2024/03/02 08:55:00,5172.99,-20.50,TRADE
QLD1,2024/03/02 09:00:00,5106.41,-20.50,TRADE
QLD1,2024/03/02 09:05:00,5107.53,-20.50,TRADE
QLD1,2024/03/02 09:10:00,5018.44,-20.50,TRADE
QLD1,2024/03/02 09:15:00,5188.71,-10.31,TRADE
QLD1,2024/03/02 09:20:00,5032.42,-20.50,TRADE
QLD1,2024/03/02 09:25:00,5018.43,-10.31,TRADE
QLD1,2024/03/02 09:30:00,5017.66,-20.50,TRADE
QLD1,2024/03/02 09:35:00,4978.35,-20.50,TRADE
QLD1,2024/03/02 09:40:00,4997.92,-20.50,TRADE
QLD1,2024/03/02 09:45:00,5029.58,-10.31,TRADE
QLD1,2024/03/02 09:50:00,5019.95,-10.31,TRADE
QLD1,2024/03/02 09:55:00,5018.85,-20.50,TRADE
QLD1,2024/03/02 10:00:00,4978.54,-20.50,TRADE
QLD1,2024/03/02 10:05:00,4992.31,-20.50,TRADE
QLD1,2024/03/02 10:10:00,4997.97,-20.50,TRADE
QLD1,2024/03/02 10:15:00,4948.65,-20.50,TRADE
QLD1,2024/03/02 10:20:00,4899.09,-20.50,TRADE
QLD1,2024/03/02 10:25:00,4920.58,-20.50,TRADE
QLD1,2024/03/02 10:30:00,4854.02,-20.50,TRADE
QLD1,2024/03/02 10:35:00,4875.63,-20.50,TRADE
QLD1,2024/03/02 10:40:00,4895.29,-20.50,TRADE
QLD1,2024/03/02 10:45:00,4902.29,-20.50,TRADE
QLD1,2024/03/02 10:50:00,4897.53,-20.50,TRADE
QLD1,2024/03/02 10:55:00,4898.12,-20.50,TRADE
QLD1,2024/03/02 11:00:00,4857.44,-20.50,TRADE
QLD1,2024/03/02 11:05:00,4873.35,-20.50,TRADE
QLD1,2024/03/02 11:10:00,4820.31,-25.40,TRADE
QLD1,2024/03/02 11:15:00,4859.89,-25.40,TRADE
QLD1,2024/03/02 11:20:00,4923.2,-20.50,TRADE
QLD1,2024/03/02 11:25:00,4947.05,-20.50,TRADE
QLD1,2024/03/02 11:30:00,4933.45,-20.50,TRADE
QLD1,2024/03/02 11:35:00,4906.56,-20.50,TRADE
QLD1,2024/03/02 11:40:00,4934.99,-20.50,TRADE
QLD1,2024/03/02 11:45:00,4911.99,-20.50,TRADE
QLD1,2024/03/02 11:50:00,4900.01,-20.50,TRADE
QLD1,2024/03/02 11:55:00,4962.21,-20.50,TRADE
QLD1,2024/03/02 12:00:00,5045.76,-20.50,TRADE
QLD1,2024/03/02 12:05:00,4997.83,-20.50,TRADE
QLD1,2024/03/02 12:10:00,5053.9,18.55,TRADE
